ID,LATITUD,LONGITUD,RUMBO,VELOCIDAD,FECHAGPS,FECHARECIBIDO
2076668133,-34.637087,-58.545113,0.0,0.0,2025-09-01 01:56:13,2025-08-31 22:56:14
